title,genre,vote_average,rtAllCriticsRating
Wanted,Action,6.4,6.5
Wanted,Thriller,6.4,6.5
Wanted,Crime,6.4,6.5
War of the Worlds,Adventure,6.2,7
War of the Worlds,Thriller,6.2,7
War of the Worlds,Science Fiction,6.2,7
"War, Inc.",Action,5.6,4.6
"War, Inc.",Adventure,5.6,4.6
"War, Inc.",Comedy,5.6,4.6
"War, Inc.",Thriller,5.6,4.6
WarGames,Thriller,7,7.4
WarGames,Science Fiction,7,7.4
Waterworld,Adventure,5.9,5.1
Waterworld,Action,5.9,5.1
Wayne's World,Music,6.5,6.8
Wayne's World,Comedy,6.5,6.8
We Are Marshall,Drama,6.7,5.8
We Own the Night,Drama,6.5,5.8
We Own the Night,Crime,6.5,5.8
We Own the Night,Thriller,6.5,5.8
We Were Soldiers,Action,6.7,6.4
We Were Soldiers,History,6.7,6.4
We Were Soldiers,War,6.7,6.4
Welcome to Mooseport,Comedy,4.8,4.2
West Side Story,Crime,7,8.1
West Side Story,Drama,7,8.1
West Side Story,Music,7,8.1
Whale Rider,Drama,7.1,7.7
Whale Rider,Family,7.1,7.7
What Dreams May Come,Drama,6.8,5.7
What Dreams May Come,Fantasy,6.8,5.7
What Dreams May Come,Romance,6.8,5.7
What Happens in Vegas,Comedy,5.8,4.5
What Happens in Vegas,Romance,5.8,4.5
What Lies Beneath,Drama,6.3,5.5
What Lies Beneath,Horror,6.3,5.5
What Lies Beneath,Mystery,6.3,5.5
What Lies Beneath,Thriller,6.3,5.5
What Women Want,Comedy,6.1,5.6
What Women Want,Romance,6.1,5.6
What's Eating Gilbert Grape,Romance,7.5,7.3
What's Eating Gilbert Grape,Drama,7.5,7.3
Whatever It Takes,Drama,5,3.5
Whatever It Takes,Comedy,5,3.5
Whatever It Takes,Romance,5,3.5
When a Stranger Calls,Horror,5.4,3.2
When a Stranger Calls,Thriller,5.4,3.2
When Harry Met Sally...,Comedy,7.3,7.8
When Harry Met Sally...,Romance,7.3,7.8
When Harry Met Sally...,Drama,7.3,7.8
Where the Heart Is,Comedy,6.9,4.6
Where the Heart Is,Drama,6.9,4.6
Where the Heart Is,Romance,6.9,4.6
Where the Wild Things Are,Family,6.4,6.9
Where the Wild Things Are,Fantasy,6.4,6.9
White Chicks,Comedy,6.3,3.7
White Fang,Action,6.5,5.9
White Fang,Adventure,6.5,5.9
White Fang,Drama,6.5,5.9
White Fang,Family,6.5,5.9
White Noise,Drama,5.6,3.5
White Noise,Horror,5.6,3.5
White Noise,Thriller,5.6,3.5
White Squall,Action,6.3,5.8
White Squall,Drama,6.3,5.8
Who Killed the Electric Car?,Documentary,7.2,7.2
Wicker Park,Drama,6.7,4.3
Wicker Park,Mystery,6.7,4.3
Wicker Park,Romance,6.7,4.3
Wicker Park,Thriller,6.7,4.3
Wild Wild West,Action,5.1,3.9
Wild Wild West,Adventure,5.1,3.9
Wild Wild West,Comedy,5.1,3.9
Wild Wild West,Science Fiction,5.1,3.9
Wild Wild West,Western,5.1,3.9
Willy Wonka & the Chocolate Factory,Family,7.4,7.5
Willy Wonka & the Chocolate Factory,Fantasy,7.4,7.5
Wimbledon,Comedy,6,5.9
Wimbledon,Romance,6,5.9
Win a Date with Tad Hamilton!,Comedy,5.5,5.6
Win a Date with Tad Hamilton!,Romance,5.5,5.6
Windtalkers,Drama,5.8,5.1
Windtalkers,Action,5.8,5.1
Windtalkers,History,5.8,5.1
Windtalkers,War,5.8,5.1
Winter Passing,Comedy,6.7,5.4
Winter Passing,Drama,6.7,5.4
Without a Paddle,Action,5.3,3.9
Without a Paddle,Adventure,5.3,3.9
Without a Paddle,Comedy,5.3,3.9
Without a Paddle,Thriller,5.3,3.9
Without Limits,Drama,6.2,6.5
Witness,Crime,7,8.1
Witness,Drama,7,8.1
Witness,Romance,7,8.1
Witness,Thriller,7,8.1
Woman Thou Art Loosed,Drama,5,5.5
Wonderland,Crime,6.2,5
Wonderland,Drama,6.2,5
Wonderland,Mystery,6.2,5
Wonderland,Thriller,6.2,5
Woodstock,History,7.1,8.6
Woodstock,Documentary,7.1,8.6
Woodstock,Music,7.1,8.6
World Trade Center,Drama,5.9,6.7
World Trade Center,History,5.9,6.7
World Trade Center,Thriller,5.9,6.7
Wrong Turn,Horror,6,4.3
Wrong Turn,Thriller,6,4.3
Wyatt Earp,Drama,6.5,5.3
Wyatt Earp,Action,6.5,5.3
Wyatt Earp,Western,6.5,5.3
X-Men,Adventure,6.8,7
X-Men,Action,6.8,7
X-Men,Science Fiction,6.8,7
X-Men: The Last Stand,Adventure,6.3,5.9
X-Men: The Last Stand,Action,6.3,5.9
X-Men: The Last Stand,Science Fiction,6.3,5.9
X-Men: The Last Stand,Thriller,6.3,5.9
X2,Adventure,6.8,7.4
X2,Action,6.8,7.4
X2,Science Fiction,6.8,7.4
X2,Thriller,6.8,7.4
xXx,Action,5.8,5.6
xXx,Adventure,5.8,5.6
xXx,Thriller,5.8,5.6
xXx: State of the Union,Action,4.7,3.8
xXx: State of the Union,Adventure,4.7,3.8
xXx: State of the Union,Crime,4.7,3.8
xXx: State of the Union,Drama,4.7,3.8
xXx: State of the Union,Mystery,4.7,3.8
xXx: State of the Union,Thriller,4.7,3.8
Yentl,Music,6.2,6
Yentl,Drama,6.2,6
Yentl,Romance,6.2,6
Yes Man,Comedy,6.4,5.2
You Don't Mess with the Zohan,Comedy,5.5,4.7
You Don't Mess with the Zohan,Action,5.5,4.7
You Kill Me,Comedy,6.2,6.6
You Kill Me,Crime,6.2,6.6
You Kill Me,Thriller,6.2,6.6
You Kill Me,Romance,6.2,6.6
You Only Live Twice,Action,6.5,6.1
You Only Live Twice,Thriller,6.5,6.1
You Only Live Twice,Adventure,6.5,6.1
"You, Me and Dupree",Comedy,5.4,4.3
"You, Me and Dupree",Romance,5.4,4.3
You've Got Mail,Comedy,6.3,6.2
You've Got Mail,Romance,6.3,6.2
Young Frankenstein,Comedy,7.7,8.5
Young Frankenstein,Science Fiction,7.7,8.5
Young Guns,Crime,6.6,4.6
Young Guns,Action,6.6,4.6
Young Guns,Adventure,6.6,4.6
Young Guns,Drama,6.6,4.6
Young Guns,Western,6.6,4.6
Zack and Miri Make a Porno,Comedy,6.1,6.1
Zathura: A Space Adventure,Family,6.1,6.5
Zathura: A Space Adventure,Fantasy,6.1,6.5
Zathura: A Space Adventure,Science Fiction,6.1,6.5
Zathura: A Space Adventure,Adventure,6.1,6.5
Zero Effect,Comedy,6,6.7
Zero Effect,Crime,6,6.7
Zero Effect,Mystery,6,6.7
Zero Effect,Thriller,6,6.7
Zodiac,Crime,7.3,7.6
Zodiac,Drama,7.3,7.6
Zodiac,Mystery,7.3,7.6
Zodiac,Thriller,7.3,7.6
Zoolander,Comedy,6.1,5.9
Zoom,Family,4.9,3
Zoom,Fantasy,4.9,3
Zoom,Comedy,4.9,3
Black Book,Drama,7.2,7.1
Black Book,Thriller,7.2,7.1
Black Book,War,7.2,7.1
